customer_name,customer_email,customer_gender,customer_age_group,customer_loyalty_program,product_category,product_sub_category,product_name,product_rating,product_review_text,product_return_status,product_issue_type,order_id,order_status,purchase_mode,payment_mode,discount_applied,store_location,delivery_status,order_fulfillment_time,response_time,follow_up_required,feedback_date,feedback_category,feedback_sub_category,sentiment,customer_sentiment_score,feedback_text_length,customer_support_rating,resolution_status,staff_name,staff_email
William Harrison,weissjennifer@example.com,Other,35-44,Yes,Groceries,Notebooks,grow mission-critical systems,5,"Hospital long choose see perhaps government contain. Especially respond sort.
Hope control drug character. Fund new possible score.",No,Defective,17683c41-c643-45c5-a5f3-3699e7a33475,Confirmed,Offline,Cash,Yes,London,Shipped,6,19,Yes,2024-03-14,Customer Support,Average,Negative,-0.6768381138258477,97,5,Not Resolved,Karen Taylor,thompsondawn@example.org
Kevin Ramsey,wesleyrogers@example.net,Male,25-34,Yes,Household Items,Pens,transition holistic vortals,2,Here especially song. Music true campaign thus know six society.,Yes,Missing Parts,1f0d462b-3bb4-40e7-9709-77ac2b2d22f5,Confirmed,Offline,Cash,Yes,Chicago,Pending,6,21,Yes,2024-10-24,Quality,Average,Positive,-0.6338597322579924,176,4,Resolved,Rebecca Banks,jeffreyleonard@example.com
Christopher Williamson,grodriguez@example.net,Other,18-24,No,Groceries,Rice Cookers,whiteboard e-business eyeballs,4,Form Mrs law instead today agreement. Seek answer reflect follow television letter. Head third it early. Nothing miss wide trouble almost end.,Yes,Missing Parts,45f25aa8-d008-4b98-bbb1-0c02f857ec20,Not Confirmed,Online,Cash,Yes,New York,Delivered,7,4,No,2024-08-20,Usability,Average,Neutral,-0.20134810729874908,177,4,Resolved,Sarah Gill,carolgarcia@example.org
James Rodriguez,hwright@example.net,Female,25-34,Yes,Household Items,Rice Cookers,leverage user-centric niches,1,On star heart information occur window. Design different project maintain time away. History in character today fund heavy surface.,Yes,Missing Parts,820d4e9a-c9b5-4d5e-bd62-ba9a34fbc1de,Confirmed,Offline,UPI,No,Los Angeles,Pending,3,24,No,2024-11-23,Price,Poor,Negative,-0.5336301668345593,198,1,Not Resolved,Kathleen Friedman,dvalenzuela@example.net
Michele Mcclain,tom00@example.com,Female,18-24,Yes,Stationery,Pencils,reinvent leading-edge bandwidth,2,"Organization moment free. Civil fish ask risk professor someone should.
News building represent break Congress character. For always he allow stay all old push. Cell Mr long two.",No,Missing Parts,d6fbad8c-d04f-4064-a97b-ad616b5ffae8,Not Confirmed,Online,Cash,No,Los Angeles,Pending,3,9,Yes,2024-10-04,Price,Poor,Positive,-0.23555413145384585,102,2,Not Resolved,Kathleen Friedman,thomas01@example.org
Peter Nelson,bennettjesse@example.com,Female,18-24,No,Stationery,Notebooks,redefine value-added vortals,4,Program act approach bit clearly. Message to student class over discover truth. Data movie way either.,No,Missing Parts,606a3d6a-bbc2-49ff-8b0d-ac6eda645620,Confirmed,Offline,Cash,No,New York,Pending,7,18,No,2024-02-07,Price,Poor,Positive,-0.19541990542593068,176,4,Resolved,Kathleen Friedman,dvalenzuela@example.net
Mrs. Desiree Watson,nguyenmicheal@example.org,Male,25-34,No,Personal Care,Snacks,architect cutting-edge infrastructures,4,Hope start water picture without firm push. Project success decide six American fight however character. Big suggest seat whole government fire generation.,No,Missing Parts,263ff2ef-2bb3-470e-98f0-bb45a5f64390,Not Confirmed,Online,Card,No,Los Angeles,Delivered,3,8,No,2024-02-23,Price,Poor,Neutral,0.6940465604385868,147,5,Not Resolved,Matthew Hall,thomas01@example.org
Kristopher Fernandez,dmurray@example.net,Female,35-44,No,Household Items,Cleaning Supplies,streamline collaborative schemas,3,Stock person one spring me middle. Reveal thought field. Money interest son ball none amount newspaper.,No,Missing Parts,3c288b02-0377-4125-b9c7-1e0c69163a2b,Confirmed,Offline,Card,No,London,Delivered,4,6,No,2024-11-03,Price,Average,Negative,0.6204989691270126,131,5,Resolved,Rodney Hunt,bondcourtney@example.com
Valerie Curtis,sextonchad@example.org,Female,45-54,No,Groceries,Skincare,productize bricks-and-clicks deliverables,5,Fill page baby case source first if but. Continue scene set program quality. Employee machine baby use travel country example.,Yes,Not as Described,7e72f853-c2ee-435e-a6ec-d78255966449,Confirmed,Online,Card,Yes,Chicago,Pending,3,18,No,2024-04-20,Customer Support,Poor,Negative,-0.5572533448163357,199,5,Resolved,Kathleen Friedman,thompsondawn@example.org
John Walker,nicholas24@example.com,Male,35-44,No,Household Items,Oral Care,revolutionize customized platforms,3,"Address remember but your. Current when report guess.
Go two city without claim check you. Support individual into off house. Everyone box executive miss few expert.",No,Other,f96d14a8-3de6-49ae-b00a-12727b88ca29,Confirmed,Offline,UPI,Yes,London,Shipped,4,19,No,2024-02-19,Usability,Average,Neutral,-0.9834837523214364,160,5,Not Resolved,Matthew Hall,mcraig@example.com
Nicole Washington,garrett89@example.net,Female,18-24,Yes,Stationery,Beverages,synergize distributed experiences,1,"Especially allow contain above.
Determine talk write account. Sure cost bring interview.",Yes,Defective,6b8f0eab-2cb5-49f5-906a-ef34445fce35,Confirmed,Online,Cash,Yes,Los Angeles,Shipped,3,20,Yes,2024-08-20,Price,Good,Positive,0.20448606752173726,177,1,Resolved,Jason Howell,amandabrady@example.org
Mark Rojas,hornkimberly@example.net,Other,55+,No,Kitchen Appliances,Furniture,extend world-class paradigms,1,Discussion matter store PM. Pay prepare finally thousand simply. Involve drive great pretty.,No,Not as Described,8540d1ab-c222-4b38-a641-84c2b17a3855,Confirmed,Online,Cash,No,Mumbai,Delivered,1,3,No,2024-05-06,Service,Excellent,Neutral,-0.5887006373099914,174,1,Not Resolved,Matthew Hall,amandabrady@example.org
Amy Vazquez,jay14@example.com,Male,25-34,No,Groceries,Pens,e-enable integrated info-mediaries,3,"Her receive professional mouth floor. Former significant law significant.
Mention American by method factor. Quality these green per star.",No,Other,25b7e905-e047-449a-af4a-1cde136eb9a7,Not Confirmed,Online,Card,Yes,London,Shipped,3,18,Yes,2024-09-15,Quality,Average,Positive,0.11240364153660365,131,1,Resolved,Sarah Gill,rachelstone@example.net
Jimmy Carter,olsenbryan@example.org,Other,55+,No,Stationery,Fruits,cultivate innovative ROI,3,Late PM boy evidence team expert away. Bring evening weight side his hospital. View remember speech energy several beautiful reflect opportunity.,No,Not as Described,d5ba3c96-1f2a-4ff3-b88d-4728a4e8135c,Not Confirmed,Online,UPI,No,New York,Shipped,1,19,Yes,2024-04-17,Price,Good,Positive,0.8507335639036753,110,5,Resolved,Rebecca Banks,thomas01@example.org
Ricardo Mckay,sheatammy@example.org,Female,35-44,No,Kitchen Appliances,Toasters,matrix out-of-the-box e-business,5,"Man most hundred guy significant. Production debate focus must true this road. Manager food still upon.
Attorney story street within decide. Lot born free where ability.",Yes,Missing Parts,9a317a0a-157e-4573-a15e-0a319f554c5f,Not Confirmed,Online,Card,Yes,Los Angeles,Pending,1,8,Yes,2024-11-17,Delivery,Poor,Positive,0.8374289058799458,55,4,Not Resolved,Jason Howell,rachelstone@example.net
Amanda Davidson,heathersmith@example.com,Male,35-44,No,Household Items,Skincare,productize distributed experiences,5,Pull first half something bring world manager. Ability somebody course feeling strong Mrs easy dream. Upon job image work respond knowledge upon.,Yes,Missing Parts,a79a6068-0ce5-4047-8a01-47c3fe8f56bf,Confirmed,Offline,Card,Yes,New York,Delivered,6,16,Yes,2024-06-11,Customer Support,Good,Positive,-0.24589343858440005,62,4,Resolved,Kathleen Friedman,carolgarcia@example.org
Wendy Walters,cody25@example.net,Male,25-34,Yes,Groceries,Rice Cookers,deploy turn-key vortals,1,"Hit citizen behind work. Wait fall style new.
Law network hospital former action. Three executive public find garden newspaper.
Local free among subject yourself. Quite professor rule part available.",Yes,Other,66c2bce9-146c-4f71-b2d3-0a0351697a50,Confirmed,Offline,Cash,Yes,Mumbai,Delivered,2,5,Yes,2024-05-28,Quality,Excellent,Positive,-0.25982071451013966,142,3,Not Resolved,Linda Barber,amandabrady@example.org
William Henderson,dolson@example.net,Female,45-54,Yes,Stationery,Beverages,leverage cross-media applications,1,Couple tough baby matter yet professional first. Party part window American have fear question. Night natural pressure new lose catch window. It where information name town.,No,Defective,9ccb45bd-0b83-4e38-86ca-54b14d2ebdfa,Confirmed,Offline,Card,No,Chicago,Shipped,3,20,No,2024-02-08,Price,Poor,Neutral,0.9433532186482041,172,1,Not Resolved,Rebecca Banks,jeffreyleonard@example.com
Samuel Lewis,dmayo@example.net,Female,45-54,Yes,Stationery,Beverages,incubate sticky mindshare,4,"Seem list leg serious plant most. Key forget control.
Professor eat to test rock cold week. Style near skin turn skin would degree really. Whom study professional eight television risk free.",Yes,Missing Parts,73f85648-c71b-4e45-8edf-28bf05e9352a,Not Confirmed,Online,UPI,Yes,Los Angeles,Delivered,6,23,No,2024-03-23,Price,Poor,Neutral,-0.6939831671826948,70,1,Resolved,Paul Brown,cwhite@example.com
Jennifer Ferguson,olsonpeter@example.com,Male,25-34,No,Household Items,Bedding,integrate e-business users,5,Benefit black surface wrong night mention. None offer dinner hour note property. Plant region receive offer everyone. Movie mother positive actually art field.,Yes,Not as Described,b6829df7-6dd5-42b3-a1a3-b50ab148d805,Confirmed,Offline,UPI,No,Chicago,Pending,1,18,Yes,2024-02-25,Usability,Excellent,Negative,0.09644994951545938,115,4,Not Resolved,Sarah Gill,thompsondawn@example.org
Jennifer Guzman,millermichael@example.com,Other,18-24,No,Kitchen Appliances,Bedding,optimize ubiquitous infrastructures,1,"Life wonder wall teach. Development area shake.
War when smile challenge. He nothing less dream could.
Low interesting event up success. Start follow result thousand born above listen tree.",Yes,Defective,7f576202-5394-4373-9b6f-0fadcb65ac1e,Confirmed,Online,Card,No,New York,Shipped,7,2,Yes,2024-06-07,Service,Poor,Negative,-0.9317910743889892,195,2,Resolved,Rodney Hunt,bondcourtney@example.com
Jason Bass,zwoods@example.com,Other,25-34,Yes,Household Items,Microwaves,seize dynamic relationships,1,Once low kid money including too build expect. Wish pick medical wonder ask realize character agreement.,No,Missing Parts,58876064-4295-4e63-b24b-5d69250de3dc,Confirmed,Online,Cash,Yes,Mumbai,Shipped,4,8,No,2024-10-19,Customer Support,Poor,Neutral,-0.23148106584830397,160,5,Resolved,Jason Howell,jeffreyleonard@example.com
Danielle Ho,olivertanya@example.com,Female,45-54,No,Kitchen Appliances,Oral Care,optimize virtual ROI,4,"Month instead blood present. After treat create knowledge four environment.
Who individual none Mrs item. Pressure person camera ability.",No,Not as Described,cbabde18-df62-4540-9933-1fbeab7763bd,Not Confirmed,Online,Cash,Yes,London,Shipped,3,19,No,2024-10-26,Quality,Poor,Neutral,-0.23659656892904324,164,4,Not Resolved,Karen Taylor,mcraig@example.com
Sophia Gamble,katherinemarquez@example.com,Female,18-24,Yes,Personal Care,Microwaves,integrate intuitive e-business,3,"Recently within huge a degree. Million attack and either near significant positive.
Cup remain between stage more. Entire final experience nature.",No,Other,0283d4e1-93a8-4b0d-a70b-15bec7b4559a,Not Confirmed,Online,UPI,Yes,New York,Shipped,4,14,No,2024-08-16,Delivery,Average,Negative,0.6248479915133145,142,4,Not Resolved,Sarah Gill,dvalenzuela@example.net
Heather Hubbard,villanuevanicole@example.com,Other,25-34,Yes,Personal Care,Cleaning Supplies,morph cross-media portals,3,"Dark pick north quickly. Move assume loss loss fly.
Research leg address exist hand. Around service series her. Remember weight table group artist.",Yes,Missing Parts,42cfbfe4-1a38-4cfe-8b89-145856441019,Not Confirmed,Online,Cash,No,Chicago,Delivered,2,12,Yes,2024-01-14,Price,Average,Positive,0.9400998746139859,193,3,Not Resolved,Sarah Gill,thomas01@example.org
Donald Pineda,cflores@example.com,Male,25-34,No,Stationery,Pencils,incubate collaborative metrics,1,"Choice hotel others shoulder.
Manager head and true thing past. Strategy crime environment range do senior.
Low enter everything behavior since. Economic state no college teacher project establish.",Yes,Defective,c05156f7-7e99-4dbd-8104-f965f4336d48,Confirmed,Offline,Cash,No,Chicago,Delivered,1,24,No,2024-06-20,Delivery,Good,Negative,0.2309409554084283,173,3,Resolved,Paul Brown,dvalenzuela@example.net
Bernard Rosario,lowesuzanne@example.org,Other,45-54,No,Kitchen Appliances,Cleaning Supplies,brand B2B niches,5,"Cost consider painting beyond one. Son general hit with. Fish price learn sense now yes.
Range support fire pull.",No,Defective,6261a5cf-0b24-46a4-97e2-c2796af2a26b,Not Confirmed,Online,Cash,Yes,Chicago,Pending,3,20,No,2024-10-13,Quality,Average,Neutral,-0.840586277346584,131,5,Resolved,Linda Barber,thompsondawn@example.org
Ashley Mooney,bryantkimberly@example.net,Other,25-34,No,Stationery,Paper,maximize back-end supply-chains,4,"At actually director people major cell house.
Seem dark table treatment. Opportunity similar prove foreign unit late significant. Join black sense special.",Yes,Missing Parts,12477ee7-8164-48a6-a520-8ff1eac5941f,Confirmed,Offline,Card,No,Los Angeles,Delivered,4,14,No,2024-10-09,Usability,Average,Neutral,-0.7025119255854131,161,2,Not Resolved,Jason Howell,thomas01@example.org
Regina Jackson,wileyzachary@example.com,Female,55+,No,Kitchen Appliances,Notebooks,incentivize enterprise ROI,1,"Pm understand information director approach however. Employee sport if choice.
Southern science throughout we. Care maybe same against.",No,Other,a0a36de9-66ed-4ed1-b925-3d551d61d3c2,Confirmed,Online,Cash,No,London,Pending,2,9,Yes,2024-02-06,Customer Support,Good,Neutral,0.45641479732453916,166,3,Resolved,Regina Rodriguez,thomas01@example.org
Xavier Johnson,christy08@example.net,Female,45-54,Yes,Household Items,Cleaning Supplies,e-enable robust markets,4,"Authority keep executive notice maybe identify. Yeah rest agent others provide power increase.
Not stand side. Toward beyond value sea television.
Play whose notice report thank could order.",Yes,Not as Described,07720a28-acde-468b-9fb7-0a94b637a621,Not Confirmed,Offline,Cash,Yes,Chicago,Pending,1,9,Yes,2024-09-27,Service,Excellent,Negative,0.8086345962443291,194,4,Not Resolved,Sarah Gill,carolgarcia@example.org
Tanya Lopez,annebell@example.org,Male,18-24,No,Stationery,Fruits,iterate turn-key systems,4,"Message newspaper chair protect. Especially fear its. Hot position walk door new cultural arm.
Understand huge concern study. Stock provide discuss rich. Minute general man stock.",No,Defective,fd6c5522-37d6-4e43-886f-321da65a76a7,Not Confirmed,Offline,UPI,Yes,Mumbai,Pending,4,2,No,2024-06-07,Quality,Poor,Negative,-0.1845651467995093,168,2,Resolved,Regina Rodriguez,dvalenzuela@example.net
Christopher Nolan,ffrye@example.net,Other,35-44,No,Household Items,Microwaves,expedite innovative models,1,"Risk school choice garden hard quickly. Staff half theory race book stop although. A threat responsibility play.
Everything determine until. Player environment throw next.",No,Defective,220c28a5-4d1a-46b6-abc8-f952a1168383,Confirmed,Offline,Card,No,Chicago,Pending,4,4,No,2024-06-26,Price,Good,Positive,-0.5517647040748392,150,5,Resolved,Rodney Hunt,bondcourtney@example.com
Richard Moore,joseph72@example.org,Other,35-44,No,Groceries,Snacks,facilitate 24/365 functionalities,5,"Need so whole significant everyone face page. Per employee full carry. Seem movie everybody concern political.
Quite out might for. Yet right development tend.",Yes,Other,ff6f4b18-c8d5-439d-bf92-990132823c96,Confirmed,Offline,Card,No,Los Angeles,Delivered,6,5,Yes,2024-10-24,Price,Good,Neutral,0.3149595273125465,181,5,Not Resolved,Linda Barber,carolgarcia@example.org
Cassandra Martinez,christinereed@example.org,Male,45-54,Yes,Household Items,Vegetables,transform extensible methodologies,5,"Red pretty nice science take official. Such speak upon discussion.
Here third case no. Imagine among cost specific price population front how.",Yes,Defective,42b3aff0-b665-4da8-9d51-9d73b2544345,Confirmed,Offline,Card,Yes,New York,Shipped,7,10,Yes,2024-09-05,Customer Support,Poor,Positive,0.7979189722071232,118,2,Resolved,Rodney Hunt,rachelstone@example.net
Michael Reyes,aprilbell@example.org,Male,55+,No,Kitchen Appliances,Skincare,innovate B2C systems,1,Change east word whatever rise couple of. Receive born stand defense. Current activity stop within easy several.,Yes,Defective,9ae3bc19-3a47-48e9-8af7-5ff635ff79fa,Confirmed,Offline,UPI,Yes,Chicago,Shipped,7,11,No,2024-11-20,Price,Average,Neutral,-0.1795425574793188,191,1,Resolved,Linda Barber,thompsondawn@example.org
David Pratt,barnesmartha@example.org,Other,18-24,No,Household Items,Microwaves,scale back-end experiences,3,"Despite certainly beat apply continue behind. Billion usually nature analysis good actually. Realize only million successful perform.
Think pressure identify hope. Human expert along his.",Yes,Not as Described,231032be-de15-41e9-b1a7-cd8ea8b143bc,Confirmed,Online,Cash,Yes,Mumbai,Pending,1,1,Yes,2024-05-09,Price,Excellent,Negative,0.15096637712955685,177,5,Resolved,Rodney Hunt,carolgarcia@example.org
